1.000000,0.907542,0.329147,0.359412,1.497970,-0.313010,1.095531,-0.557525,-1.588230,2.173076,0.812581,-0.213642,1.271015,2.214872,0.499994,-1.261432,0.732156,0.000000,0.398701,-1.138930,-0.000819,0.000000,0.302220,0.833048,0.985700,0.978098,0.779732,0.992356,0.798343
0.000000,1.344385,-0.876626,0.935913,1.992050,0.882454,1.786066,-1.646778,-0.942383,0.000000,2.423265,-0.676016,0.736159,2.214872,1.298720,-1.430738,-0.364658,0.000000,0.745313,-0.678379,-1.360356,0.000000,0.946652,1.028704,0.998656,0.728281,0.869200,1.026736,0.957904
1.000000,0.798835,1.470639,-1.635975,0.453773,0.425629,1.104875,1.282322,1.381664,0.000000,0.851737,1.540659,-0.819690,2.214872,0.993490,0.356080,-0.208778,2.548224,1.256955,1.128848,0.900461,0.000000,0.909753,1.108330,0.985692,0.951331,0.803252,0.865924,0.780118
1.000000,0.869293,-0.635082,0.225690,0.327470,-0.689993,0.754202,-0.248573,-1.092064,0.000000,1.374992,-0.653674,0.930349,1.107436,1.138904,-1.578198,-1.046985,0.000000,0.657930,-0.010455,-0.045767,3.101961,1.353760,0.979563,0.978076,0.920005,0.721657,0.988751,0.876678
1.000000,1.105009,0.321356,1.522401,0.882808,-1.205349,0.681466,-1.070464,-0.921871,0.000000,0.800872,1.020974,0.971407,2.214872,0.596761,-0.350273,0.631194,0.000000,0.479999,-0.373566,0.113041,0.000000,0.755856,1.361057,0.986610,0.838085,1.133295,0.872245,0.808487
1.000000,0.409391,-1.884684,-1.027292,1.672452,-1.604598,1.338015,0.055427,0.013466,2.173076,0.509783,-1.038338,0.707862,0.000000,0.746918,-0.358465,-1.646654,0.000000,0.367058,0.069496,1.377130,3.101961,0.869418,1.222083,1.000627,0.545045,0.698653,0.977314,0.828786
0.000000,1.595839,-0.607811,0.007075,1.818450,-0.111906,0.847550,-0.566437,1.581239,2.173076,0.755421,0.643110,1.426367,0.000000,0.921661,-1.190432,-1.615589,0.000000,0.651114,-0.654227,-1.274345,3.101961,0.823761,0.938191,0.971758,0.789176,0.430553,0.961357,0.957818
1.000000,1.405144,0.536603,0.689554,1.179567,-0.110061,3.202405,-1.526960,-1.576033,0.000000,2.931537,0.567342,-0.130033,2.214872,1.787123,0.899499,0.585151,2.548224,0.401865,-0.151202,1.163489,0.000000,1.667071,4.039273,1.175828,1.045352,1.542972,3.534827,2.740754
1.000000,0.933895,0.629130,0.527535,0.238033,-0.966569,0.547811,-0.059439,-1.706866,2.173076,0.941003,-2.653733,-0.157220,0.000000,1.030370,-0.175505,0.523021,2.548224,1.373547,1.291248,-1.467454,0.000000,0.901837,1.083671,0.979696,0.783300,0.849195,0.894356,0.774879
1.000000,1.176566,0.104161,1.397002,0.479721,0.265513,1.135563,1.534831,-0.253291,0.000000,1.027247,0.534316,1.180022,0.000000,2.405661,0.087557,-0.976534,2.548224,1.250383,0.268541,0.530334,0.000000,0.833175,0.773968,0.985750,1.103696,0.849140,0.937104,0.812364
0.000000,0.739357,-0.178290,0.829934,0.504539,-0.130217,0.961051,-0.355518,-1.717399,2.173076,0.620956,-0.481741,-1.199193,0.000000,0.982601,0.081185,-0.290324,0.000000,1.064663,0.774065,0.398820,3.101961,0.944536,1.026261,0.982197,0.542115,1.250979,0.830045,0.761308
1.000000,0.945974,1.111244,1.218337,0.907639,0.821537,1.153243,-0.365420,-1.566055,0.000000,0.744719,0.720820,-0.375823,2.214872,0.608879,0.307837,-1.281638,0.000000,1.597968,-0.451018,0.063653,3.101961,0.829024,0.980648,0.994360,0.908248,0.775879,0.783311,0.725122
1.000000,1.384098,0.116822,-1.179879,0.762913,-0.079782,1.019863,0.877318,1.276887,2.173076,0.331252,1.409523,-1.474389,0.000000,1.282738,0.737474,-0.225420,0.000000,1.559753,0.846521,0.504809,3.101961,0.959325,0.807376,1.191814,1.221210,0.861141,0.929341,0.838302
1.000000,1.383549,0.889179,0.618532,1.081547,0.344606,0.956379,0.854543,-1.129207,2.173076,0.545666,-0.307865,-0.623280,2.214872,0.348257,1.024203,0.184078,0.000000,0.781337,-1.636126,1.144067,0.000000,0.522238,0.737639,0.986200,1.349616,0.812788,0.953406,0.779723
1.000000,1.343653,0.838533,-1.061139,2.472015,-0.572632,1.512710,1.143690,0.855562,0.000000,0.884220,1.474606,-1.360649,1.107436,1.587266,2.234833,0.077568,0.000000,1.609408,2.396405,0.757294,0.000000,0.934020,0.844707,1.077844,1.400184,0.947775,1.007614,0.901017
